disorder_id,orpha_code,name,disorder_type,disorder_group,prevalence_type,prevalence_qualification,prevalence_class,val_moy,prevalence_geographic,prevalence_validation_status,source
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.04,Poland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.115,Portugal,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.111,Slovakia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.1,Slovenia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.128,Spain,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.051,Switzerland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.053,Netherlands,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23090,418959,Squamous cell carcinoma of the stomach,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.18,United Kingdom,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.004,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.003,Austria,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.017,Belgium,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.002,Bulgaria,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.007,Czech Republic,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.009,Estonia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.002,Finland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.004,Germany,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.009,Ireland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.001,Italy,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.003,Poland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.013,Slovakia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.006,Slovenia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.003,Spain,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.002,Netherlands,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.005,France,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.008,Portugal,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23088,418945,"Carcinoma of esophagus, salivary gland type",Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.004,United Kingdom,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.044,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.029,Austria,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.077,Belgium,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.027,Bulgaria,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.006,Croatia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.115,Czech Republic,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.037,Estonia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.002,Finland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.118,France,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.042,Germany,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.085,Iceland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.012,Ireland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.041,Italy,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.087,Latvia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.021,Lithuania,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.038,Norway,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,1-9 / 1 000 000,0.101,Poland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.021,Portugal,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.082,Slovakia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.013,Slovenia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.051,Spain,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.023,Switzerland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.025,Netherlands,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23089,418951,Undifferentiated carcinoma of esophagus,Disease,Disorder,Annual incidence,Value and class,<1 / 1 000 000,0.039,United Kingdom,Validated,RARECARE surveillance of rare cancers in Europe[REG]
23101,420179,Malan overgrowth syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,20.0,Worldwide,Validated,25118028[PMID]
23101,420179,Malan overgrowth syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25118028[PMID]
23081,415286,Bilirubin encephalopathy,Clinical group,Group of disorders,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,15254556[PMID]
23125,420789,Autoimmune encephalopathy with parasomnia and obstructive sleep apnea,Disease,Disorder,Cases/families,Case(s),,10.0,Worldwide,Validated,2623676[PMID]
23125,420789,Autoimmune encephalopathy with parasomnia and obstructive sleep apnea,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_2623676[PMID]
23126,420794,Cono-spondylar dysplasia,Malformation syndrome,Disorder,Cases/families,Case(s),,3.0,Worldwide,Validated,24975242[PMID]
23126,420794,Cono-spondylar dysplasia,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24975242[PMID]
23120,420702,Autosomal recessive severe congenital neutropenia due to CSF3R deficiency,Disease,Disorder,Cases/families,Case(s),,4.0,Worldwide,Validated,24753537[PMID]
23120,420702,Autosomal recessive severe congenital neutropenia due to CSF3R deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24753537[PMID]
23121,420728,Combined oxidative phosphorylation defect type 20,Disease,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,24958846[PMID]_25058219[PMID]
23121,420728,Combined oxidative phosphorylation defect type 20,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24958846[PMID]_25058219[PMID]
23122,420733,Combined oxidative phosphorylation defect type 21,Disease,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,24827421[PMID]
23122,420733,Combined oxidative phosphorylation defect type 21,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24827421[PMID]
23123,420741,RIDDLE syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,17940005[PMID]_21394101[PMID]
23123,420741,RIDDLE syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_17940005[PMID]_21394101[PMID]
23109,420492,"Adult-onset cervical dystonia, DYT23 type",Disease,Disorder,Cases/families,Family(ies),,2.0,Worldwide,Validated,8232359[PMID]_21370267[PMID]
23109,420492,"Adult-onset cervical dystonia, DYT23 type",Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_8232359[PMID]_21370267[PMID]
23104,420402,Semicircular canal dehiscence syndrome,Clinical syndrome,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Not yet validated,ORPHANET
23106,420429,"Glycogen storage disease due to acid maltase deficiency, late-onset",Clinical subtype,Subtype of disorder,Prevalence at birth,Value and class,1-9 / 100 000,1.75,Worldwide,Validated,6789760[PMID]
23116,420584,Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,112.0,Worldwide,Validated,24744436[PMID]
23116,420584,Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24744436[PMID]
23119,420699,Autosomal recessive severe congenital neutropenia due to CXCR2 deficiency,Disease,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,24777453[PMID]
23119,420699,Autosomal recessive severe congenital neutropenia due to CXCR2 deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24777453[PMID]
23118,420686,Woolly hair-palmoplantar keratoderma syndrome,Disease,Disorder,Cases/families,Case(s),,8.0,Worldwide,Validated,24671081[PMID]
23118,420686,Woolly hair-palmoplantar keratoderma syndrome,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Not yet validated,ORPHANET_24671081[PMID]
23113,420561,Temple-Baraitser syndrome,Disease,Disorder,Cases/families,Case(s),,9.0,Worldwide,Validated,27282200[PMID]
23113,420561,Temple-Baraitser syndrome,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_27282200[PMID]
23115,420573,Severe combined immunodeficiency due to CTPS1 deficiency,Disease,Disorder,Cases/families,Case(s),,12.0,Worldwide,Validated,29942301[PMID]
23115,420573,Severe combined immunodeficiency due to CTPS1 deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_29942301[PMID]
23114,420566,Bleeding disorder due to CalDAG-GEFI deficiency,Disease,Disorder,Cases/families,Case(s),,3.0,Worldwide,Validated,24958846[PMID]
23114,420566,Bleeding disorder due to CalDAG-GEFI deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24958846[PMID]
23158,423461,Mucolipidosis type III alpha/beta,Clinical subtype,Subtype of disorder,Point prevalence,Value and class,1-5 / 10 000,13.0,Worldwide,Validated,20301730[PMID]
23159,423470,Mucolipidosis type III gamma,Clinical subtype,Subtype of disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,ORPHANET_20301784[PMID]
23157,423454,Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome,Disease,Disorder,Cases/families,Case(s),,6.0,Worldwide,Validated,25152456[PMID]
23157,423454,Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25152456[PMID]
23154,423384,Severe congenital neutropenia due to JAGN1 deficiency,Disease,Disorder,Cases/families,Case(s),,14.0,Worldwide,Validated,25129144[PMID]
23154,423384,Severe congenital neutropenia due to JAGN1 deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25129144[PMID]
23152,423296,Spinocerebellar ataxia type 38,Disease,Disorder,Cases/families,Family(ies),,4.0,Worldwide,Validated,25065913[PMID]
23152,423296,Spinocerebellar ataxia type 38,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25065913[PMID]
23153,423306,Microcephaly-short stature-intellectual disability-facial dysmorphism syndrome,Malformation syndrome,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,24709618[PMID]
23153,423306,Microcephaly-short stature-intellectual disability-facial dysmorphism syndrome,Malformation syndrome,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24709618[PMID]
23160,423479,X-linked intellectual disability-limb spasticity-retinal dystrophy-arginine vasopressin deficiency,Disease,Disorder,Cases/families,Case(s),,2.0,Worldwide,Validated,24961627[PMID]
23160,423479,X-linked intellectual disability-limb spasticity-retinal dystrophy-arginine vasopressin deficiency,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_24961627[PMID]
23138,422526,Hereditary clear cell renal cell carcinoma,Disease,Disorder,Point prevalence,Class only,Unknown,0.0,Worldwide,Validated,ORPHANET
23151,423275,Spinocerebellar ataxia type 40,Disease,Disorder,Cases/families,Case(s),,5.0,Worldwide,Validated,25062847[PMID]
23151,423275,Spinocerebellar ataxia type 40,Disease,Disorder,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide,Validated,ORPHANET_25062847[PMID]
