disorder_id,orpha_code,name,target_disorder_code,target_disorder_name,association_type
26451,506358,Gabriele-de Vries syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
26450,506353,Autosomal recessive complex spastic paraplegia due to Kennedy pathway dysfunction,98006,Rare neurologic disease,Preferential parent
26444,506216,Rare disorder potentially indicated for bowel transplant,565779,Rare disorder potentially indicated for transplant or complication after transplantation,Preferential parent
26445,506219,Rare disorder potentially indicated for hematopoietic stem cell transplant,565779,Rare disorder potentially indicated for transplant or complication after transplantation,Preferential parent
26446,506222,Rare disorder potentially indicated for lung transplant,565779,Rare disorder potentially indicated for transplant or complication after transplantation,Preferential parent
26447,506225,Rare disorder potentially indicated for heart transplant,565779,Rare disorder potentially indicated for transplant or complication after transplantation,Preferential parent
26440,506136,Neuroendocrine neoplasm of esophagus,250908,Rare neoplastic disease,Preferential parent
26441,506207,Rare disorder potentially indicated for transplant,,,Preferential parent
26442,506210,Rare disorder potentially indicated for liver transplant,565779,Rare disorder potentially indicated for transplant or complication after transplantation,Preferential parent
26443,506213,Rare disorder potentially indicated for kidney transplant,565779,Rare disorder potentially indicated for transplant or complication after transplantation,Preferential parent
26436,506090,Serotonin-producing neuroendocrine tumor of pancreas,250908,Rare neoplastic disease,Preferential parent
26437,506098,Neuroendocrine carcinoma of pancreas,250908,Rare neoplastic disease,Preferential parent
26438,506112,Mixed neuroendocrine and non-neuroendocrine neoplasm of pancreas,250908,Rare neoplastic disease,Preferential parent
26433,506052,Neuroendocrine neoplasm of pancreas,250908,Rare neoplastic disease,Preferential parent
26434,506060,Functioning neuroendocrine tumor of pancreas,250908,Rare neoplastic disease,Preferential parent
26435,506075,Non-functioning neuroendocrine tumor of pancreas,250908,Rare neoplastic disease,Preferential parent
25773,495274,Charcot-Marie-Tooth disease type 2T,98006,Rare neurologic disease,Preferential parent
25803,495844,C11ORF73-related autosomal recessive hypomyelinating leukodystrophy,98006,Rare neurologic disease,Preferential parent
25800,495818,9q33.3q34.11 microdeletion syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
25805,495879,Congenital agenesis of the scrotum,93890,Rare developmental defect during embryogenesis,Preferential parent
25804,495875,Congenital labioscrotal agenesis-cerebellar malformation-corneal dystrophy-facial dysmorphism syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
25813,495930,Familial monosomy 7 syndrome,250908,Rare neoplastic disease,Preferential parent
25835,496641,Early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
25841,496686,Kyphosis-lateral tongue atrophy-myofibrillar myopathy syndrome,98006,Rare neurologic disease,Preferential parent
25842,496689,Kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome,98006,Rare neurologic disease,Preferential parent
25843,496693,Omphalocele-diaphragmatic hernia-cardiovascular anomalies-radial ray defect syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
25846,496751,EVEN-plus syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
25847,496756,Early-onset progressive encephalopathy-spastic ataxia-distal spinal muscular atrophy syndrome,98006,Rare neurologic disease,Preferential parent
25849,496790,Ocular anomalies-axonal neuropathy-developmental delay syndrome,98006,Rare neurologic disease,Preferential parent
25674,494433,MIRAGE syndrome,97978,Rare endocrine disease,Preferential parent
25675,494439,Retinitis pigmentosa-hearing loss-premature aging-short stature-facial dysmorphism syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
25672,494424,Extracranial carotid artery aneurysm,93890,Rare developmental defect during embryogenesis,Preferential parent
25673,494428,Idiopathic pleuroparenchymal fibroelastosis,97955,Rare respiratory disease,Preferential parent
25678,494451,Vulvar basal cell carcinoma,250908,Rare neoplastic disease,Preferential parent
25679,494454,Vulvar adenocarcinoma,250908,Rare neoplastic disease,Preferential parent
25676,494444,DIAPH1-related sensorineural hearing loss-thrombocytopenia syndrome,98036,Rare otorhinolaryngologic disease,Preferential parent
25677,494448,Vulvar squamous cell carcinoma,250908,Rare neoplastic disease,Preferential parent
25667,494344,RERE-related neurodevelopmental syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
25670,494418,Vulvar carcinoma,250908,Rare neoplastic disease,Preferential parent
25671,494421,Sacrococcygeal teratoma,93890,Rare developmental defect during embryogenesis,Preferential parent
25683,494547,Squamous cell carcinoma of the hypopharynx,250908,Rare neoplastic disease,Preferential parent
25682,494541,Childhood-onset benign chorea with striatal involvement,98006,Rare neurologic disease,Preferential parent
25681,494526,Infantile-onset generalized dyskinesia with orofacial involvement,98006,Rare neurologic disease,Preferential parent
25680,494457,Rare hyperkinetic movement disorder,98006,Rare neurologic disease,Preferential parent
25684,494550,Squamous cell carcinoma of the larynx,250908,Rare neoplastic disease,Preferential parent
26004,500180,Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder,98006,Rare neurologic disease,Preferential parent
26005,500188,X-linked external auditory canal atresia-dilated internal auditory canal-facial dysmorphism syndrome,98036,Rare otorhinolaryngologic disease,Preferential parent
8535,68,Amoebiasis due to free-living amoebae,68416,Rare infectious disease,Preferential parent
8529,781,Q fever,68416,Rare infectious disease,Preferential parent
26000,500150,Brain malformations-musculoskeletal abnormalities-facial dysmorphism-intellectual disability syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
26001,500159,Microcephaly-corpus callosum and cerebellar vermis hypoplasia-facial dysmorphism-intellectual disability syndrom,93890,Rare developmental defect during embryogenesis,Preferential parent
26002,500163,Witteveen-Kolk syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
8531,302,Inherited epidermodysplasia verruciformis,89826,Rare skin disease,Preferential parent
8530,297,Tick-borne encephalitis,68416,Rare infectious disease,Preferential parent
26003,500166,SIN3-related intellectual disability syndrome due to a point mutation,93890,Rare developmental defect during embryogenesis,Preferential parent
8541,182,Chromomycosis,68416,Rare infectious disease,Preferential parent
8540,128,Diphyllobothriasis,68416,Rare infectious disease,Preferential parent
8543,283,Demodicidosis,68416,Rare infectious disease,Preferential parent
8542,210,Cyclosporiasis,68416,Rare infectious disease,Preferential parent
8537,76,Strongyloidiasis,68416,Rare infectious disease,Preferential parent
8536,74,Angiostrongyliasis,68416,Rare infectious disease,Preferential parent
8539,108,Babesiosis,68416,Rare infectious disease,Preferential parent
8538,78,Ankylostomiasis,68416,Rare infectious disease,Preferential parent
25997,500135,Multinucleated neurons-anhydramnios-renal dysplasia-cerebellar hypoplasia-hydranencephaly syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
25998,500144,Early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
25993,500055,Hao-Fountain syndrome due to 16p13.2 microdeletion,93890,Rare developmental defect during embryogenesis,Preferential parent
25995,500095,Tall stature-intellectual disability-renal anomalies syndrome,93890,Rare developmental defect during embryogenesis,Preferential parent
25994,500062,Infantile-onset periodic fever-panniculitis-dermatosis syndrome,98023,Rare systemic or rheumatologic disease,Preferential parent
8567,129,Pseudopelade of Brocq,89826,Rare skin disease,Preferential parent
8566,123,Björnstad syndrome,68367,Rare inborn errors of metabolism,Preferential parent
8564,898,Wagner disease,93890,Rare developmental defect during embryogenesis,Preferential parent
26034,500478,Squamous cell carcinoma of the oropharynx,250908,Rare neoplastic disease,Preferential parent
8563,518,Acute megakaryoblastic leukemia,250908,Rare neoplastic disease,Preferential parent
8562,318,Acute erythroid leukemia,250908,Rare neoplastic disease,Preferential parent
8561,514,Acute monoblastic/monocytic leukemia,250908,Rare neoplastic disease,Preferential parent
8560,517,Acute myelomonocytic leukemia,250908,Rare neoplastic disease,Preferential parent
8575,505,Graham Little-Piccardi-Lassueur syndrome,89826,Rare skin disease,Preferential parent
8574,346,Quinquaud folliculitis decalvans,89826,Rare skin disease,Preferential parent
8573,222,Erosive pustular dermatosis of the scalp,89826,Rare skin disease,Preferential parent
8571,170,Woolly hair,89826,Rare skin disease,Preferential parent
26042,500548,Osteosclerotic metaphyseal dysplasia,93419,Rare bone disease,Preferential parent
8570,169,Ringed hair disease,89826,Rare skin disease,Preferential parent
26040,500533,Polyhydramnios-megalencephaly-symptomatic epilepsy syndrome,98006,Rare neurologic disease,Preferential parent
8569,168,Loose anagen syndrome,89826,Rare skin disease,Preferential parent
26041,500545,Severe neurodevelopmental disorder with feeding difficulties-stereotypic hand movement-bilateral cataract,98006,Rare neurologic disease,Preferential parent
8568,345,Dissecting cellulitis of the scalp,89826,Rare skin disease,Preferential parent
8550,591,Furuncular myiasis,68416,Rare infectious disease,Preferential parent
8551,723,Pneumocystosis,68416,Rare infectious disease,Preferential parent
8548,472,Isosporiasis,68416,Rare infectious disease,Preferential parent
8549,504,Creeping myiasis,68416,Rare infectious disease,Preferential parent
8546,401,Hymenolepiasis,68416,Rare infectious disease,Preferential parent
8544,390,Histoplasmosis,68416,Rare infectious disease,Preferential parent
8545,400,Cystic echinococcosis,68416,Rare infectious disease,Preferential parent
26030,500464,Squamous cell carcinoma of the nasal cavity and paranasal sinuses,250908,Rare neoplastic disease,Preferential parent
8559,520,Acute promyelocytic leukemia,250908,Rare neoplastic disease,Preferential parent
8556,450,Heterotaxia,93890,Rare developmental defect during embryogenesis,Preferential parent
8554,529,Roch-Leri mesosomatous lipomatosis,89826,Rare skin disease,Preferential parent
8555,224,Neonatal diabetes mellitus,97978,Rare endocrine disease,Preferential parent
8552,826,Sporotrichosis,68416,Rare infectious disease,Preferential parent
8553,879,Tungiasis,68416,Rare infectious disease,Preferential parent
26069,502305,Cochleovestibular malformation,98036,Rare otorhinolaryngologic disease,Preferential parent
26072,502318,Cochlear nerve deficiency,98036,Rare otorhinolaryngologic disease,Preferential parent
26073,502363,Squamous cell carcinoma of the oral cavity,250908,Rare neoplastic disease,Preferential parent
26074,502366,Squamous cell carcinoma of the lip,250908,Rare neoplastic disease,Preferential parent
26075,502369,Squamous cell carcinoma of oral cavity and lip,250908,Rare neoplastic disease,Preferential parent
